path,label
raw_ai/copilot_25.txt,1
raw_ai/copilot_26.txt,1
raw_ai/copilot_27.txt,1
raw_ai/copilot_28.txt,1
raw_ai/copilot_29.txt,1
raw_ai/copilot_30.txt,1
raw_ai/copilot_31.txt,1
raw_ai/copilot_32.txt,1
raw_ai/copilot_33.txt,1
raw_ai/copilot_34.txt,1
raw_ai/copilot_35.txt,1
raw_ai/copilot_36.txt,1
raw_ai/copilot_37.txt,1
raw_ai/copilot_38.txt,1
raw_ai/copilot_39.txt,1
raw_ai/copilot_40.txt,1
raw_ai/copilot_41.txt,1
raw_ai/copilot_42.txt,1
raw_ai/copilot_43.txt,1
raw_ai/copilot_44.txt,1
raw_ai/copilot_45.txt,1
raw_ai/copilot_46.txt,1
raw_ai/copilot_47.txt,1
raw_ai/copilot_48.txt,1
raw_ai/copilot_49.txt,1
raw_ai/copilot_50.txt,1
raw_ai/gemini_01.txt,1
raw_ai/gemini_02.txt,1
raw_ai/gemini_03.txt,1
raw_ai/gemini_04.txt,1
raw_ai/gemini_05.txt,1
raw_ai/gemini_06.txt,1
raw_ai/gemini_07.txt,1
raw_ai/gemini_08.txt,1
raw_ai/gemini_09.txt,1
raw_ai/gemini_10.txt,1
raw_ai/gemini_11.txt,1
raw_ai/gemini_12.txt,1
raw_ai/gemini_13.txt,1
raw_ai/gemini_14.txt,1
raw_ai/gemini_15.txt,1
raw_ai/gemini_16.txt,1
raw_ai/gemini_17.txt,1
raw_ai/gemini_18.txt,1
raw_ai/gemini_19.txt,1
raw_ai/gemini_20.txt,1
raw_ai/gemini_21.txt,1
raw_ai/gemini_22.txt,1
raw_ai/gemini_23.txt,1
raw_ai/gemini_24.txt,1
raw_ai/gemini_25.txt,1
raw_ai/gemini_26.txt,1
raw_ai/gemini_27.txt,1
raw_ai/gemini_28.txt,1
raw_ai/gemini_29.txt,1
raw_ai/gemini_30.txt,1
raw_ai/gemini_31.txt,1
raw_ai/gemini_32.txt,1
raw_ai/gemini_33.txt,1
raw_ai/gemini_34.txt,1
raw_ai/gemini_35.txt,1
raw_ai/gemini_36.txt,1
raw_ai/gemini_37.txt,1
raw_ai/gemini_38.txt,1
raw_ai/gemini_39.txt,1
raw_ai/gemini_40.txt,1
raw_ai/gemini_41.txt,1
raw_ai/gemini_42.txt,1
raw_ai/gemini_43.txt,1
raw_ai/gemini_44.txt,1
raw_ai/gemini_45.txt,1
raw_ai/gemini_46.txt,1
raw_ai/gemini_47.txt,1
raw_ai/gemini_48.txt,1
raw_ai/gemini_49.txt,1
raw_ai/gemini_50.txt,1
raw_human/text1.txt,0
raw_human/text2.txt,0
raw_human/text3.txt,0
raw_human/text4.txt,0
raw_human/text5.txt,0
raw_human/text6.txt,0
raw_human/text7.txt,0
raw_human/text8.txt,0
raw_human/text9.txt,0
raw_human/text10.txt,0
raw_human/text11.txt,0
raw_human/text12.txt,0
raw_human/text13.txt,0
raw_human/text14.txt,0
raw_human/text15.txt,0
raw_human/text16.txt,0
raw_human/text17.txt,0
raw_human/text18.txt,0
raw_human/text19.txt,0
raw_human/text20.txt,0
raw_human/text21.txt,0
raw_human/text22.txt,0
raw_human/text23.txt,0
raw_human/text24.txt,0
raw_human/text25.txt,0
raw_human/text26.txt,0
raw_human/text27.txt,0
raw_human/text28.txt,0
raw_human/text29.txt,0
raw_human/text30.txt,0
raw_human/text31.txt,0
raw_human/text32.txt,0
raw_human/text33.txt,0
raw_human/text34.txt,0
raw_human/text35.txt,0
raw_human/text36.txt,0
raw_human/text37.txt,0
raw_human/text38.txt,0
raw_human/text39.txt,0
raw_human/text40.txt,0
raw_human/text41.txt,0
raw_human/text42.txt,0
raw_human/text43.txt,0
raw_human/text44.txt,0
raw_human/text45.txt,0
raw_human/text46.txt,0
raw_human/text47.txt,0
raw_human/text48.txt,0
raw_human/text49.txt,0
raw_human/text50.txt,0
raw_human/text51.txt,0
raw_human/text52.txt,0
raw_human/text53.txt,0
raw_human/text54.txt,0
raw_human/text55.txt,0
raw_human/text56.txt,0
raw_human/text57.txt,0
raw_human/text58.txt,0
raw_human/text59.txt,0
raw_human/text60.txt,0
